ncessch,lcity,website,is_school_wide_title1,lzip,title1_school_status,is_title1_eligible,total_students,level,fl_eligible,nslp_direct_certification,rl_eligible,frl_eligible,national_school_lunch_program,sch_name,phone,st,county,gslo,gshi,g_pk_offered,g_kg_offered,g_1_offered,g_2_offered,g_3_offered,g_4_offered,g_5_offered,g_6_offered,g_7_offered,g_8_offered,g_9_offered,g_10_offered,g_11_offered,g_12_offered,g_13_offered,g_ug_offered,g_ae_offered,nogrades,sch_type,sy_status,updated_status,effective_date,lea_name,mcity,mzip,mstate
170804006210,Cahokia,http://www.cusd187.org,1-Yes,62206,5-Title I schoolwide school,1-Yes,192,Middle,,,,186,No,8th Grade Academy,6183324705,IL,St. Clair County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Cahokia CUSD 187,Cahokia,62206,IL
270226404430,WHITE BEAR LAKE,http://www.nemetro.k12.mn.us,,55110,6-Not a Title I school,2-No,74,High,29,,6,35,No,916 MAHTOMEDI ACADEMY,6514155680,MN,Ramsey County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/23/2022,NORTHEAST METRO 916,WHITE BEAR LAKE,55110,MN
270002603897,ROSEMOUNT,http://www.isd917.org,,55068,6-Not a Title I school,2-No,23,Other,4,,0,4,No,917 DASH,6514238401,MN,Dakota County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/23/2022,INTERMEDIATE SCHOOL DISTRICT 917,ROSEMOUNT,55068,MN
270002602121,ROSEMOUNT,http://www.isd917.org,,55068,6-Not a Title I school,2-No,47,Other,25,,0,25,No,917 INTRA-DAKOTA EDUCATIONAL ALT,6514238100,MN,Dakota County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/23/2022,INTERMEDIATE SCHOOL DISTRICT 917,ROSEMOUNT,55068,MN
270002602125,ROSEMOUNT,http://www.isd917.org,,55068,6-Not a Title I school,2-No,37,Other,4,,0,4,No,917 PACES,6514238401,MN,Dakota County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/23/2022,INTERMEDIATE SCHOOL DISTRICT 917,ROSEMOUNT,55068,MN
270002604218,ROSEMOUNT,http://www.isd917.org,,55068,6-Not a Title I school,2-No,124,Other,35,,8,43,No,917 SUN,6514238150,MN,Dakota County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/23/2022,INTERMEDIATE SCHOOL DISTRICT 917,ROSEMOUNT,55068,MN
270002602111,ROSEMOUNT,http://www.isd917.org,,55068,6-Not a Title I school,2-No,96,High,14,,1,15,No,917 TRANSITIONAL EDUCATION SERV ALT,6514238401,MN,Dakota County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/23/2022,INTERMEDIATE SCHOOL DISTRICT 917,ROSEMOUNT,55068,MN
120144009032,ORLANDO,,,32801,,,,Not Reported,,,,,,97-E-SE-2,4073173200,FL,Orange County,,,,,,,,,,,,,,,,,,,,,1-Regular school,7-Future,7-Future,07/01/2021,ORANGE,ORLANDO,32801,FL
480735000001,COLLEGE STATION,http://amchs.csisd.org,,77840,6-Not a Title I school,2-No,2091,High,578,,96,674,Yes participating without using any Provision or the CEO,A & M CONS H S,9797645500,TX,Brazos County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,COLLEGE STATION ISD,COLLEGE STATION,77840,TX
480735008712,COLLEGE STATION,http://amcms.csisd.org,1-Yes,77840,4-Title I schoolwide eligible school-No program,1-Yes,707,Middle,302,,42,344,Yes participating without using any Provision or the CEO,A & M CONSOLIDATED MIDDLE,9797645575,TX,Brazos County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,COLLEGE STATION ISD,COLLEGE STATION,77840,TX
362367003299,POTSDAM,http://www.potsdam.k12.ny.us,1-Yes,13676,5-Title I schoolwide school,1-Yes,376,Middle,123,,1,124,Yes participating without using any Provision or the CEO,A A KINGSTON MIDDLE SCHOOL,3152652000,NY,St. Lawrence County,5th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,POTSDAM CENTRAL SCHOOL DISTRICT,POTSDAM,13676,NY
170654000339,Palos Heights,http://chsd218.org,2-No,60463,2-Title I targeted assistance school,1-Yes,1910,High,,,,1202,No,A B Shepard High Sch (Campus),7083711111,IL,Cook County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,CHSD 218,Palos Heights,60463,IL
480858000225,ARANSAS PASS,http://apisd.org,1-Yes,78336,5-Title I schoolwide school,1-Yes,368,Middle,277,,1,278,Yes under Community Eligibility Option (CEO),A C BLUNT MIDDLE,3617582711,TX,San Patricio County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,ARANSAS PASS ISD,ARANSAS PASS,78336,TX
480972000442,BEEVILLE,http://beevilleisd.net,1-Yes,78102,5-Title I schoolwide school,1-Yes,970,High,814,,0,814,Yes under Community Eligibility Option (CEO),A C JONES H S,3613626000,TX,Bee County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,BEEVILLE ISD,BEEVILLE,78102,TX
360558000286,BROCKPORT,http://www.bcs1.org,1-Yes,14420,5-Title I schoolwide school,1-Yes,702,Middle,259,,20,279,Yes participating without using any Provision or the CEO,A D OLIVER MIDDLE SCHOOL,5856371860,NY,Monroe County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,BROCKPORT CENTRAL SCHOOL DISTRICT,BROCKPORT,14420,NY
170002404632,Burbank,,,60459,,,0,Not Applicable,,,,,No,A E R O Educational Center,7084963330,IL,Cook County,,,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/18/2022,A E R O  Spec Educ Coop,Burbank,60459,IL
370001201488,Winterville,http://www.pitt.k12.nc.us,2-No,28590,1-Title I targeted assistance eligible school-No program,1-Yes,907,Middle,317,,13,330,Yes participating without using any Provision or the CEO,A G Cox Middle,2527563105,NC,Pitt County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Pitt County Schools,Winterville,28590,NC
530910002602,Tumwater,,,98512,6-Not a Title I school,2-No,856,High,192,125,68,260,Yes participating without using any Provision or the CEO,A G West Black Hills High School,3607097800,WA,Thurston County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,07/01/2021,Tumwater School District,Tumwater,98512,WA
422415006933,Markleysburg,,1-Yes,15459,5-Title I schoolwide school,1-Yes,159,Middle,156,,0,156,,A J McMullen Sch,7243298811,PA,Fayette County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Uniontown Area SD,Markleysburg,15459,PA
180657000433,Michigan City,,,46360,6-Not a Title I school,2-No,0,High,,,,,Yes participating without using any Provision or the CEO,A K Smith Area Career Center,2198732120,IN,LaPorte County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,3-Career and Technical School,1-Open,1-Open,01/25/2022,Michigan City Area Schools,Michigan City,46360,IN
370243001039,Kannapolis,http://albhs.kcs.k12.nc.us/cms/One.aspx,,28083,6-Not a Title I school,2-No,1670,High,1667,,0,1667,Yes participating without using any Provision or the CEO,A L Brown High,7049326125,NC,Cabarrus County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Kannapolis City Schools,Kannapolis,28083,NC
370348001441,Hillsborough,http://www.orangecountyfirst.com/als/,1-Yes,27278,4-Title I schoolwide eligible school-No program,1-Yes,636,Middle,305,,30,335,Yes participating without using any Provision or the CEO,A L Stanback Middle,9196443200,NC,Orange County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Orange County Schools,Hillsborough,27278,NC
482247002251,SAN ANTONIO,,1-Yes,78211,5-Title I schoolwide school,1-Yes,681,Middle,643,,0,643,Yes under Community Eligibility Option (CEO),A LEAL JR MIDDLE,2109892040,TX,Bexar County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,HARLANDALE ISD,SAN ANTONIO,78211,TX
362778003761,SPENCERPORT,http://www.spencerportschools.org,,14559,6-Not a Title I school,2-No,838,Middle,301,,37,338,Yes participating without using any Provision or the CEO,A M COSGROVE MIDDLE SCHOOL,5853495302,NY,Monroe County,6th Grade,8th Grade,2-No,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,SPENCERPORT CENTRAL SCHOOL DISTRICT,SPENCERPORT,14559,NY
362019001853,NANUET,http://www.nanuetsd.org,2-No,10954,2-Title I targeted assistance school,1-Yes,351,Middle,81,,8,89,Yes participating without using any Provision or the CEO,A MACARTHUR BARR MIDDLE SCHOOL,8456274044,NY,Rockland County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,NANUET UNION FREE SCHOOL DISTRICT,NANUET,10954,NY
362019006553,NANUET,http://www.nanuetsd.org,2-No,10954,2-Title I targeted assistance school,1-Yes,334,Middle,88,,9,97,Yes participating without using any Provision or the CEO,A MACARTHUR BARR MIDDLE SCHOOL 5-6 ACADEMY FOR EXCELLENCE,8456274046,NY,Rockland County,5th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,NANUET UNION FREE SCHOOL DISTRICT,NANUET,10954,NY
160186001119,LEWISTON,,,83501,6-Not a Title I school,2-No,0,High,,,,,No,A Neil DeAtley Career Technical Education Center,2087483050,ID,Nez Perce County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,3-Career and Technical School,1-Open,1-Open,02/18/2022,LEWISTON INDEPENDENT DISTRICT,LEWISTON,83501,ID
481739017037,DONNA,http://www.donnaisd.net,1-Yes,78537,5-Title I schoolwide school,1-Yes,732,Middle,674,,3,677,Yes under Community Eligibility Option (CEO),A P SOLIS MIDDLE,9564641650,TX,Hidalgo County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,DONNA ISD,DONNA,78537,TX
360008304305,NEW YORK,http://www.aprandolph.com,1-Yes,10031,5-Title I schoolwide school,1-Yes,1499,High,1252,,54,1306,Yes under Community Eligibility Option (CEO),A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2126906800,NY,New York County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,NEW YORK,10031,NY
62827013394,Ojai,,,93023,,,,Not Reported,,,,,,A Place to Grow,8056404300,CA,Ventura County,,,,,,,,,,,,,,,,,,,,,1-Regular school,1-Open,1-Open,01/10/2022,Ojai Unified,Ojai,93024,CA
174007004037,Romeoville,http://www.vvsd.org,1-Yes,60446,5-Title I schoolwide school,1-Yes,671,Middle,,,,330,No,A Vito Martinez Middle School,8158866100,IL,Will County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Valley View CUSD 365U,Romeoville,60446,IL
428001007041,Allison Park,http://www.beattietech.com,,15101,6-Not a Title I school,2-No,6,High,,,,,,A W Beattie Career Center,4128471900,PA,Allegheny County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,3-Career and Technical School,1-Open,1-Open,04/05/2022,A W Beattie Career Center,Allison Park,15101,PA
40099803681,Maricopa,http://www.aplusaz.org,1-Yes,85138,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,249,High,36,36,0,36,Yes participating without using any Provision or the CEO,A+ Charter Schools,5202655589,AZ,Pinal County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,A+ Charter Schools (1000166),Maricopa,85138,AZ
480020313579,DALLAS,,1-Yes,75217,5-Title I schoolwide school,1-Yes,694,High,601,,58,659,Yes under Provision 2,A+ SECONDARY SCHOOL,9725575578,TX,Dallas County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,A+ ACADEMY,DALLAS,75217,TX
480145313369,HOUSTON,,1-Yes,77004,5-Title I schoolwide school,1-Yes,145,Middle,109,,0,109,No,A+ UNLIMITED POTENTIAL - UNIVERSITY,7132043837,TX,Harris County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,A+ UNLIMITED POTENTIAL,HOUSTON,77004,TX
530825002361,Spokane,http://www.spokaneschools.org,,99205,6-Not a Title I school,2-No,26,High,18,14,3,21,Yes participating without using any Provision or the CEO,A-3 Multiagency Adolescent Prog,5093546299,WA,Spokane County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,07/01/2021,Spokane School District,Spokane,99205,WA
170010505357,Ashland,http://www.a-ccentral.com,1-Yes,62612,4-Title I schoolwide eligible school-No program,1-Yes,116,High,,,,53,No,A-C Central High School,2174763312,IL,Cass County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,A-C Central CUSD 262,Ashland,62612,IL
170010500245,Ashland,http://www.a-ccentral.com,2-No,62612,2-Title I targeted assistance school,1-Yes,96,Middle,,,,51,No,A-C Central Middle School,2174763312,IL,Cass County,5th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,A-C Central CUSD 262,Ashland,62612,IL
360011901913,BROOKLYN,http://www.autohs.com,1-Yes,11222,5-Title I schoolwide school,1-Yes,366,High,302,,20,322,Yes under Community Eligibility Option (CEO),A-TECH HIGH SCHOOL,7182189301,NY,Kings County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,3-Career and Technical School,1-Open,1-Open,01/25/2022,NEW YORK CITY GEOGRAPHIC DISTRICT #14,BROOKLYN,11222,NY
90180000328,Guilford,http://bms.guilfordschools.org,,06437,6-Not a Title I school,2-No,468,Middle,41,,24,65,,A. Baldwin Middle School,2034570222,CT,New Haven County,5th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/07/2022,Guilford School District,Guilford,06437,CT
40463000999,MARANA,,,85653,6-Not a Title I school,2-No,10,High,,,,,No,A. C. E.,5206824773,AZ,Pima County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/23/2022,Marana Unified District (4404),MARANA,85653,AZ
450336000952,Columbia,,,29204,6-Not a Title I school,2-No,1401,High,1401,319,0,1401,Yes under Community Eligibility Option (CEO),A. C. Flora High,8037387300,SC,Richland County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Richland 01,Columbia,29204,SC
120009000067,LYNN HAVEN,,,32444,6-Not a Title I school,2-No,1925,High,548,548,19,567,Yes under Community Eligibility Option (CEO),A. CRAWFORD MOSLEY HIGH SCHOOL,8507674400,FL,Bay County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,11/06/2017,BAY,LYNN HAVEN,32444,FL
330249000043,Conway,http://welcomekms.com/,2-No,03818,1-Title I targeted assistance eligible school-No program,1-Yes,229,Middle,47,,15,62,Yes participating without using any Provision or the CEO,A. Crosby Kennett Middle School,6034476364,NH,Carroll County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/28/2022,Conway School District,Conway,03818,NH
273384001052,SAINT PAUL,http://www.spps.org,1-Yes,55104,5-Title I schoolwide school,1-Yes,53,High,,,,,No,A. G. A. P. E. TEEN PARENT,6517447970,MN,Ramsey County,5th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/23/2022,ST. PAUL PUBLIC SCHOOL DISTRICT,SAINT PAUL,55104,MN
90000201136,Hartford,http://prince.cttech.org/,1-Yes,06106,5-Title I schoolwide school,1-Yes,783,High,451,,43,494,,A. I. Prince Technical High School,8609517112,CT,Hartford County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,3-Career and Technical School,1-Open,1-Open,02/07/2022,Connecticut Technical Education and Career System,Hartford,06106,CT
390443800365,Medina,http://www.medinabees.org,,44256,6-Not a Title I school,2-No,702,Middle,,,,,Yes participating without using any Provision or the CEO,A. I. Root Middle School,3306363500,OH,Medina County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/14/2022,Medina City SD,Medina,44256,OH
450072001702,Wagener,,1-Yes,29164,5-Title I schoolwide school,1-Yes,220,Middle,220,118,0,220,Yes under Community Eligibility Option (CEO),A. L. Corbett Middle,8035641050,SC,Aiken County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Aiken 01,Wagener,29164,SC
120003000018,ALACHUA,http://www.sbac.edu/mebane,,32615,6-Not a Title I school,2-No,331,Middle,207,207,5,212,Yes under Community Eligibility Option (CEO),A. L. MEBANE MIDDLE SCHOOL,3864621648,FL,Alachua County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,07/01/2021,ALACHUA,ALACHUA,32615,FL
510003301933,Abingdon,,,24210,6-Not a Title I school,2-No,0,Not Applicable,,,,,,A. LINWOOD HOLTON GOV. SCH.,2764694027,VA,Washington County,,,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/26/2022,A. LINWOOD HOLTON GOV SCH,Abingdon,24212,VA
62295007772,Lost Hills,,,93249,,,86,Middle,77,45,0,77,,A. M. Thomas Middle,6617972626,CA,Kern County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Lost Hills Union Elementary,Lost Hills,93249,CA
470014801939,Memphis,http://www.scsk12.org/,1-Yes,38116,5-Title I schoolwide school,1-Yes,696,Middle,,532,,,Yes participating without using any Provision or the CEO,A. Maceo Walker Middle,9014161030,TN,Shelby County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/07/2022,Shelby County,Memphis,38116,TN
240048001446,Silver Spring,http://www.montgomeryschoolsmd.org/schools/loiedermanms/,1-Yes,20906,4-Title I schoolwide eligible school-No program,1-Yes,935,Middle,509,209,91,600,Yes participating without using any Provision or the CEO,A. Mario Loiederman Middle,2407405830,MD,Montgomery County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/31/2022,Montgomery County Public Schools,Silver Spring,20906,MD
120048000773,JACKSONVILLE,http://www.duvalschools.org/aprtech,1-Yes,32209,5-Title I schoolwide school,1-Yes,401,High,296,296,0,296,Yes under Community Eligibility Option (CEO),A. PHILIP RANDOLPH ACADEMIES,9049243011,FL,Duval County,8th Grade,12th Grade,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,08/07/2020,DUVAL,JACKSONVILLE,32209,FL
450258001260,Lancaster,,,29720,6-Not a Title I school,2-No,557,Middle,557,,0,557,Yes under Community Eligibility Option (CEO),A. R. Rucker Middle,8034168555,SC,Lancaster County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Lancaster 01,Lancaster,29720,SC
270010602570,GROVE CITY,http://www.acgc.k12.mn.us,,56243,6-Not a Title I school,2-No,404,High,114,,59,173,No,A.C.G.C. SECONDARY,3202444700,MN,Meeker County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,A.C.G.C. Public School District,GROVE CITY,56243,MN
120201203140,BOCA RATON,http://www.adhus.fau.edu,,33431,6-Not a Title I school,2-No,1294,Other,285,235,62,347,Yes participating without using any Provision or the CEO,A.D. HENDERSON UNIVERSITY SCHOOL & FAU HIGH SCHOOL,5612973970,FL,Palm Beach County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,09/17/2018,FAU LAB SCH,BOCA RATON,33431,FL
341287003465,Pennsauken,http://burling.pennsauken.net/,,08110,,,,Not Reported,,,,,,A.E. Burling High School,8566628505,NJ,Camden County,,,,,,,,,,,,,,,,,,,,,4-Alternative Education School,6-Inactive,6-Inactive,01/27/2022,Pennsauken Township Board of Education School District,Pennsauken,08110,NJ
