st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
MS,MS SCHOOL FOR THE DEAF,280118901504,MS SCHLS FOR THE DEAF AND THE BLIND,2801189,Jackson,39211,Jackson,39211,Yes participating without using any Provision or the CEO,68,20,65,Prekindergarten,12th Grade
MN,MSED Birth to 3,270007305111,Mid-State Education District,2700073,LITTLE FALLS,56345,LITTLE FALLS,56345,No,21,5,5,Prekindergarten,Prekindergarten
MN,MSED PAES Lab,270007304864,Mid-State Education District,2700073,LITTLE FALLS,56345,LITTLE FALLS,56345,No,0,,,9th Grade,12th Grade
ME,Mt Abram Regional High School,231430000686,RSU 58/MSAD 58,2314300,Salem,4983,Salem,4983,Yes under Provision 2,224,52,113,9th Grade,12th Grade
ME,Mt Ararat High School,231476800819,RSU 75/MSAD 75,2314768,Topsham,4086,Topsham,4086,Yes under Provision 2,748,72,140,9th Grade,12th Grade
ME,Mt Ararat Middle School,231476800055,RSU 75/MSAD 75,2314768,Topsham,4086,Topsham,4086,Yes under Provision 2,529,48,94,6th Grade,8th Grade
ME,Mt Blue High School,231480900549,RSU 09,2314809,Farmington,4938,Farmington,4938,Yes under Provision 2,703,135,355,9th Grade,12th Grade
ME,Mt Blue Middle School,231480900550,RSU 09,2314809,Farmington,4938,Farmington,4938,Yes under Provision 2,507,107,265,6th Grade,8th Grade
IL,Mt Carmel Elementary School,174047004075,Wabash CUSD 348,1740470,Mount Carmel,62863,Mount Carmel,62863,Yes participating without using any Provision or the CEO,379,,179,Prekindergarten,2nd Grade
AL,Mt Carmel Elementary School,010222001513,Madison County,0102220,Huntsville,35811,Huntsville,35811,Yes participating without using any Provision or the CEO,646,201,221,Prekindergarten,3rd Grade
IL,Mt Carmel Grade School,174047004373,Wabash CUSD 348,1740470,Mount Carmel,62863,Mount Carmel,62863,Yes participating without using any Provision or the CEO,382,,212,3rd Grade,6th Grade
IL,Mt Carmel Junior High School,174047004372,Wabash CUSD 348,1740470,Mount Carmel,62863,Mount Carmel,62863,Yes participating without using any Provision or the CEO,213,,119,7th Grade,8th Grade
MI,Mt Clemens Montessori Academy,260028301646,Mt. Clemens Montessori Academy,2600283,MOUNT CLEMENS,48043,MOUNT CLEMENS,48043,Yes participating without using any Provision or the CEO,257,,119,Prekindergarten,5th Grade
IN,Mt Comfort Elementary School,180726001220,Mt Vernon Community School Corp,1807260,Greenfield,46140,Greenfield,46140,Yes participating without using any Provision or the CEO,692,287,321,Kindergarten,5th Grade
ME,Mt Desert Elementary School,230849000232,Mount Desert Public Schools,2308490,Northeast Harbor,4662,Northeast Harbor,4662,Yes participating without using any Provision or the CEO,159,13,21,Prekindergarten,8th Grade
ME,Mt Desert Island High School,230850000061,Mt Desert CSD,2308500,Bar Harbor,4609,Mount Desert,4660,Yes participating without using any Provision or the CEO,474,43,70,9th Grade,12th Grade
MA,Mt Everett Regional,251104001774,Southern Berkshire,2511040,Sheffield,1257,Sheffield,1257,Yes under Community Eligibility Option (CEO),281,118,,6th Grade,12th Grade
AZ,Mt Graham High School,040724000527,Safford Unified District (4218),0407240,SAFFORD,85546,SAFFORD,85546,Yes participating without using any Provision or the CEO,90,44,,9th Grade,12th Grade
MA,Mt Greylock Regional High,250816001273,Mount Greylock,2508160,Williamstown,1267,Williamstown,1267,Yes participating without using any Provision or the CEO,553,128,,7th Grade,12th Grade
ID,MT HARRISON HIGH SCHOOL,160219000158,MINIDOKA COUNTY JOINT DISTRICT,1602190,HEYBURN,83336,HEYBURN,83336,Yes participating without using any Provision or the CEO,138,34,48,9th Grade,12th Grade
MI,Mt Hope School,262115008378,Lansing Public School District,2621150,LANSING,48911,LANSING,48911,Yes under Community Eligibility Option (CEO),222,,205,4th Grade,8th Grade
MD,Mt Hope/Nanjemoy Elementary School,240027001492,Charles County Public Schools,2400270,Nanjemoy,20662,Nanjemoy,20662,Yes under Community Eligibility Option (CEO),281,108,146,Prekindergarten,5th Grade
ME,Mt Jefferson Jr High School,231122000427,RSU 30/MSAD 30,2311220,Lee,4455,Lee,4455,Yes under Community Eligibility Option (CEO),73,27,51,5th Grade,8th Grade
AL,Mt Laurel Elementary School,010303002085,Shelby County,0103030,Birmingham,35242,Birmingham,35242,Yes participating without using any Provision or the CEO,481,89,99,Kindergarten,5th Grade
MI,Mt Morris Education and Community Center,262472006125,Mt. Morris Consolidated Schools,2624720,MOUNT MORRIS,48458,MOUNT MORRIS,48458,Yes under Community Eligibility Option (CEO),59,,53,6th Grade,12th Grade
MI,Mt Morris Middle School,262472006126,Mt. Morris Consolidated Schools,2624720,MOUNT MORRIS,48458,MOUNT MORRIS,48458,Yes under Community Eligibility Option (CEO),331,,277,6th Grade,8th Grade
IL,Mt Olive Elementary School,172718004751,Mount Olive CUSD 5,1727180,Mount Olive,62069,Mount Olive,62069,Yes under Community Eligibility Option (CEO),344,,149,Prekindergarten,8th Grade
IL,Mt Olive High School,172718002883,Mount Olive CUSD 5,1727180,Mount Olive,62069,Mount Olive,62069,Yes under Community Eligibility Option (CEO),134,,68,9th Grade,12th Grade
AL,Mt Olive Primary School,010288002192,Russell County,0102880,Ft Mitchell,36856,Ft Mitchell,36856,Yes under Community Eligibility Option (CEO),454,171,272,Prekindergarten,2nd Grade
MI,Mt Pleasant Middle School,262475006134,Mt. Pleasant City School District,2624750,MOUNT PLEASANT,48858,MT PLEASANT,48858,Yes under Community Eligibility Option (CEO),696,,305,6th Grade,8th Grade
MI,Mt Pleasant Senior High School,262475006135,Mt. Pleasant City School District,2624750,MOUNT PLEASANT,48858,MOUNT PLEASANT,48858,Yes under Community Eligibility Option (CEO),1093,,407,9th Grade,12th Grade
MD,Mt Rainier Elementary,240051001110,Prince George's County Public Schools,2400510,Mt Rainier,20712,Mt Rainier,20712,Yes under Community Eligibility Option (CEO),285,135,202,Prekindergarten,5th Grade
AZ,Mt Tipton Elementary School,040029500149,Kingman Unified School District (79598),0400295,Dolan Springs,86441,DOLAN SPRINGS,86441,Yes under Community Eligibility Option (CEO),189,112,,Prekindergarten,6th Grade
IL,Mt Vernon Alternative School,170017402806,Clintn/Jeffrsn/Marin/Washngtn ROE,1700174,Mount Vernon,62864,Mount Vernon,62864,Yes under Community Eligibility Option (CEO),0,,,6th Grade,12th Grade
IL,Mt Vernon Area Career Center,170017406824,Clintn/Jeffrsn/Marin/Washngtn ROE,1700174,Mount Vernon,62864,Mount Vernon,62864,No,0,,,11th Grade,12th Grade
IN,Mt Vernon Early Learning Academy,180726002634,Mt Vernon Community School Corp,1807260,Fortville,46040,Fortville,46040,Yes participating without using any Provision or the CEO,142,62,31,Prekindergarten,Prekindergarten
ME,Mt Vernon Elementary School,231478800235,RSU 38,2314788,Mount Vernon,4352,Mount Vernon,4352,Yes under Provision 2,81,9,23,Prekindergarten,5th Grade
IN,Mt Vernon High School,180726001221,Mt Vernon Community School Corp,1807260,Fortville,46040,Fortville,46040,Yes participating without using any Provision or the CEO,1455,460,413,9th Grade,12th Grade
IN,Mt Vernon Middle School,180726001222,Mt Vernon Community School Corp,1807260,Fortville,46040,Fortville,46040,Yes participating without using any Provision or the CEO,1105,358,377,6th Grade,8th Grade
ME,Mt View Elementary School,231152000475,RSU 03/MSAD 03,2311520,Thorndike,4986,Thorndike,4986,Yes under Provision 2,213,67,127,Kindergarten,5th Grade
ME,Mt View High School,231152000473,RSU 03/MSAD 03,2311520,Thorndike,4986,Thorndike,4986,Yes under Provision 2,291,72,157,9th Grade,12th Grade
ME,Mt View Middle School,231152000474,RSU 03/MSAD 03,2311520,Thorndike,4986,Thorndike,4986,Yes under Provision 2,235,74,138,6th Grade,8th Grade
IL,Mt Zion Elem School,172739002909,Mt Zion CUSD 3,1727390,Mount Zion,62549,Mount Zion,62549,Yes participating without using any Provision or the CEO,347,,109,2nd Grade,3rd Grade
IL,Mt Zion High School,172739002908,Mt Zion CUSD 3,1727390,Mount Zion,62549,Mount Zion,62549,Yes participating without using any Provision or the CEO,778,,190,9th Grade,12th Grade
IL,Mt Zion Intermediate School,172739002911,Mt Zion CUSD 3,1727390,Mount Zion,62549,Mount Zion,62549,Yes participating without using any Provision or the CEO,521,,173,4th Grade,6th Grade
IL,Mt Zion Jr High School,172739002905,Mt Zion CUSD 3,1727390,Mount Zion,62549,Mount Zion,62549,Yes participating without using any Provision or the CEO,402,,102,7th Grade,8th Grade
CA,Mt. Baldy Joint Elementary,062634003932,Mt. Baldy Joint Elementary,0626340,Mt. Baldy,91759,Mt. Baldy,91759,Yes participating without using any Provision or the CEO,97,20,27,Kindergarten,8th Grade
CA,Mt. Burney Special Education Center,061347001537,Fall River Joint Unified,0613470,Burney,96013,Burney,96013,,4,,,Kindergarten,12th Grade
CA,Mt. Carmel High,063153004890,Poway Unified,0631530,San Diego,92129,San Diego,92129,Yes participating without using any Provision or the CEO,1831,239,314,9th Grade,12th Grade
CA,Mt. Diablo Elementary,062637003959,Mt. Diablo Unified,0626370,Clayton,94517,Clayton,94517,Yes participating without using any Provision or the CEO,738,56,62,Kindergarten,5th Grade
CA,Mt. Diablo High,062637003960,Mt. Diablo Unified,0626370,Concord,94520,Concord,94520,Yes under Community Eligibility Option (CEO),1477,734,915,9th Grade,12th Grade
FL,MT. DORA HIGH SCHOOL,120105001099,LAKE,1201050,MOUNT DORA,32757,MOUNT DORA,32757,Yes under Community Eligibility Option (CEO),1412,384,432,9th Grade,12th Grade
FL,MT. DORA MIDDLE SCHOOL,120105001114,LAKE,1201050,MOUNT DORA,32757,MOUNT DORA,32757,Yes under Community Eligibility Option (CEO),793,310,332,6th Grade,8th Grade
AK,Mt. Eccles Elementary,020006000627,Cordova City School District,0200060,Cordova,99574,Cordova,99574,Yes under Community Eligibility Option (CEO),226,87,158,Prekindergarten,6th Grade
CA,Mt. Eden High,061674002124,Hayward Unified,0616740,Hayward,94545,Hayward,94545,Yes participating without using any Provision or the CEO,1892,643,1512,9th Grade,12th Grade
AK,Mt. Edgecumbe High School,020000600558,Mount Edgecumbe,0200006,Sitka,99835,Sitka,99835,Yes under Community Eligibility Option (CEO),401,160,313,9th Grade,12th Grade
CA,Mt. Everest Academy,063432009437,San Diego Unified,0634320,San Diego,92117,San Diego,92117,Yes under Community Eligibility Option (CEO),205,25,46,Kindergarten,12th Grade
CA,Mt. Gleason Middle,062271003200,Los Angeles Unified,0622710,Sunland,91040,Sunland,91040,Yes under Community Eligibility Option (CEO),748,343,621,6th Grade,8th Grade
FL,MT. HERMAN ESE CENTER,120048003053,DUVAL,1200480,JACKSONVILLE,32209,JACKSONVILLE,32209,Yes under Community Eligibility Option (CEO),127,60,60,Prekindergarten,12th Grade
LA,Mt. Hermon School,220186001425,Washington Parish,2201860,Mt. Hermon,70450,Mt. Hermon,70450,Yes under Community Eligibility Option (CEO),393,,203,Prekindergarten,12th Grade
AR,MT. JUDEA K-12 SCHOOL,050007201630,DEER/MT. JUDEA SCHOOL DISTRICT,0500072,MT. JUDEA,72655,MT. JUDEA,72655,Yes under Provision 2,166,49,163,Kindergarten,12th Grade
CA,Mt. Lassen Charter,060001112763,Fort Sage Unified,0600011,Herlong,96113,Herlong,96113,,139,55,91,Kindergarten,12th Grade
CA,Mt. Lassic High (Continuation),063763010335,Southern Trinity Joint Unified,0637630,Mad River,95526,Mad River,95526,Yes under Community Eligibility Option (CEO),1,,,9th Grade,12th Grade
CA,Mt. Lukens Continuation,062271003201,Los Angeles Unified,0622710,Tujunga,91042,Tujunga,91042,Yes under Community Eligibility Option (CEO),39,22,35,9th Grade,12th Grade
CA,Mt. Madonna High,061518001915,Gilroy Unified,0615180,Gilroy,95020,Gilroy,95020,Yes under Community Eligibility Option (CEO),188,100,134,9th Grade,12th Grade
CA,Mt. McKinley,069100512486,Contra Costa County Office of Education,0691005,Martinez,94553,Martinez,94553,Yes participating without using any Provision or the CEO,36,33,33,7th Grade,12th Grade
CA,Mt. Olive Innovation and Technology High,061152001286,Duarte Unified,0611520,Duarte,91010,Duarte,91010,Yes under Community Eligibility Option (CEO),57,42,48,9th Grade,12th Grade
CA,Mt. Pleasant Elementary,062640003989,Mount Pleasant Elementary,0626400,San Jose,95127,San Jose,95127,Yes under Provision 2,205,85,150,Kindergarten,5th Grade
CA,Mt. Pleasant High,061182001304,East Side Union High,0611820,San Jose,95127,San Jose,95127,Yes under Community Eligibility Option (CEO),1109,391,605,9th Grade,12th Grade
CA,Mt. SAC Early College Academy at West Covina,064200014238,West Covina Unified,0642000,West Covina,91791,West Covina,91791,Yes under Community Eligibility Option (CEO),263,75,132,9th Grade,12th Grade
CA,Mt. San Jacinto High,062955008931,Palm Springs Unified,0629550,Cathedral City,92234,Cathedral City,92234,Yes under Community Eligibility Option (CEO),357,215,335,9th Grade,12th Grade
MD,Mt. Savage Elementary,240003001546,Allegany County Public Schools,2400030,Mt Savage,21545,Mt Savage,21545,Yes participating without using any Provision or the CEO,222,125,139,Prekindergarten,5th Grade
CA,Mt. Shasta Elementary,062604003898,Mt. Shasta Union Elementary,0626040,Mount Shasta,96067,Mount Shasta,96067,Yes participating without using any Provision or the CEO,208,90,123,Kindergarten,3rd Grade
CA,Mt. Signal Virtual Academy,060801014563,Central Union High,0608010,El Centro,92243,El Centro,92243,,71,43,49,9th Grade,12th Grade
CA,Mt. Tallac High,062064002479,Lake Tahoe Unified,0620640,South Lake Tahoe,96150,South Lake Tahoe,96150,,64,36,41,9th Grade,12th Grade
AZ,Mt. Turnbull Academy,040320002946,Fort Thomas Unified District (4221),0403200,BYLAS,85530,FORT THOMAS,85536,Yes under Community Eligibility Option (CEO),28,22,,Prekindergarten,12th Grade
AZ,Mt. Turnbull Elementary School,040320003460,Fort Thomas Unified District (4221),0403200,Bylas,85530,BYLAS,85530,Yes under Community Eligibility Option (CEO),115,93,,Prekindergarten,6th Grade
KY,Mt. Vernon Elementary,210507001251,Rockcastle County,2105070,Mount Vernon,40456,Mount Vernon,40456,Yes under Community Eligibility Option (CEO),611,388,404,Prekindergarten,5th Grade
CA,Mt. Vernon Elementary,062133002552,Lemon Grove,0621330,Lemon Grove,91945,Lemon Grove,91945,Yes under Community Eligibility Option (CEO),353,150,242,Kindergarten,6th Grade
CA,Mt. Vernon Elementary,060363000309,Bakersfield City,0603630,Bakersfield,93307,Bakersfield,93307,Yes under Community Eligibility Option (CEO),657,505,627,Kindergarten,6th Grade
CA,Mt. Vernon Elementary,063417005371,San Bernardino City Unified,0634170,San Bernardino,92411,San Bernardino,92411,Yes under Community Eligibility Option (CEO),477,330,449,Kindergarten,6th Grade
AR,MT. VERNON/ENOLA ELEM. SCHOOL,051008000738,MT. VERNON/ENOLA SCHOOL DISTRICT,0510080,ENOLA,72047,ENOLA,72047,Yes participating without using any Provision or the CEO,278,38,224,Kindergarten,6th Grade
AR,MT. VERNON/ENOLA HIGH SCHOOL,051008000739,MT. VERNON/ENOLA SCHOOL DISTRICT,0510080,MT VERNON,72111,MT VERNON,72111,Yes participating without using any Provision or the CEO,250,16,176,7th Grade,12th Grade
AR,MT. VIEW ELEMENTARY,050296005159,BENTON SCHOOL DISTRICT,0502960,BENTON,72019,BENTON,72019,Yes participating without using any Provision or the CEO,403,27,107,Kindergarten,4th Grade
AK,Mt. View Elementary,020039000601,Kenai Peninsula Borough School District,0200390,Kenai,99611,Kenai,99611,Yes participating without using any Provision or the CEO,411,117,209,Prekindergarten,5th Grade
CA,Mt. Washington Elementary,062271003203,Los Angeles Unified,0622710,Los Angeles,90065,Los Angeles,90065,Yes under Community Eligibility Option (CEO),434,35,69,Kindergarten,6th Grade
KY,MT. Washington Elementary,210075000151,Bullitt County,2100750,Mount Washington,40047,Mount Washington,40047,Yes participating without using any Provision or the CEO,593,136,154,Prekindergarten,5th Grade
KY,MT. Washington Middle School,210075000150,Bullitt County,2100750,Mount Washington,40047,Mount Washington,40047,Yes participating without using any Provision or the CEO,457,175,218,6th Grade,8th Grade
CA,Mt. Whitney High,064116006801,Visalia Unified,0641160,Visalia,93277,Visalia,93277,Yes under Community Eligibility Option (CEO),1629,876,1101,9th Grade,12th Grade
CA,Mt. Woodson Elementary,063171009617,Ramona City Unified,0631710,Ramona,92065,Ramona,92065,Yes under Community Eligibility Option (CEO),370,153,252,Kindergarten,6th Grade
GA,Mt. Zion High School,130084003582,Carroll County,1300840,Carrollton,30117,Carrollton,30117,Yes participating without using any Provision or the CEO,471,118,326,9th Grade,12th Grade
GA,Mt. Zion Middle School,130084003562,Carroll County,1300840,Carrollton,30117,Mt. Zion,30150,Yes participating without using any Provision or the CEO,343,101,266,6th Grade,8th Grade
MN,MTS HIGH SCHOOL,270011703262,Minnesota Transitions Charter Sch,2700117,MINNEAPOLIS,55406,MINNEAPOLIS,55406,Yes under Community Eligibility Option (CEO),139,108,129,7th Grade,12th Grade
